id,verb,file_name,speaker,sentence,embedded_CP_j1,embedded_content_j1,subject_j1,embedded_CP_j2,embedded_content_j2,subject_j2,sentence_type_e,embedded_sentence_type_e,sentence_type_g,embedded_sentence_type_g,sentence_type_j3,embedded_sentence_type_j3,sentence_type_c,embedded_sentence_type_c,matrix_negation_e,matrix_negation_j1,matrix_negation_g,ma_particle_j,ma_particle_e,ma_particle_p
138,zhidao,/ZhouDinner/upper/08.cha,father,"FAT: 蔬菜也要吃一点啊,知道吧?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
139,zhidao,/ZhouDinner/upper/08.cha,father,"FAT: 这样对身体不好,知道吧?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
141,zhidao,/ZhouDinner/upper/10.cha,father,FAT: 爸爸知道.,0 No,0 No,4 self_reference,0 No,0 No,4 self_reference,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
142,zhidao,/ZhouDinner/upper/10.cha,mother,MOT: 知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
144,zhidao,/ZhouDinner/upper/11.cha,mother,"MOT: 中午在学校吃啥,你不知道?",0 No,0 No,2 second_person,0 No,0 No,2 second_person,4 tag_question,2 wh_question,4 tag_question,2 wh_question,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
146,zhidao,/ZhouDinner/upper/17.cha,mother,MOT: 知道了没有?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
148,zhidao,/ZhouDinner/upper/18.cha,father,FAT: 知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
150,zhidao,/ZhouDinner/upper/18.cha,father,"FAT: 我们还有其他的事情可以做,知道吗?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,No
151,zhidao,/ZhouDinner/upper/19.cha,father,"FAT: 好,知道了.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
152,zhidao,/ZhouDinner/upper/21.cha,mother,"MOT: 嗯嗯,<知道了>[/]知道了.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
154,zhidao,/ZhouDinner/upper/25.cha,mother,MOT: 知道这个为什么这么好吃啊?,2 CP,,0 dropped,2 CP,,0 dropped,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
156,zhidao,/ZhouDinner/upper/26.cha,sister,"SIS: 少一点搞,知道吗?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,No
157,zhidao,/ZhouDinner/upper/26.cha,father,FAT: <我知道>[/]我知道为什么昨天吃那么快.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
158,zhidao,/ZhouDinner/upper/26.cha,sister,SIS: 我不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
159,zhidao,/ZhouDinner/upper/36.cha,GFA,GFA: 我也不知道多少钱.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
160,zhidao,/ZhouDinner/upper/37.cha,father,FAT: 大家就知道.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
162,zhidao,/ZhouDinner/upper/38.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
163,zhidao,/ZhouDinner/upper/38.cha,mother,MOT: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
165,zhidao,/ZhouDinner/upper/38.cha,grandma,"GMO: ""我知道的.",0 No,0 No,1 first_person,0 No,4 RC的,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
167,zhidao,/ZhouDinner/upper/38.cha,mother,MOT: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
169,zhidao,/ZhouDinner/upper/38.cha,grandma,"GMO: 早知道,昨天不给你烧了.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,0 declarative,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
170,zhidao,/ZhouDinner/upper/38.cha,mother,MOT: 我知道的呀.,0 No,0 No,1 first_person,0 No,4 RC的,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
171,zhidao,/ZhouDinner/upper/38.cha,grandma,GMO: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
172,zhidao,/ZhouDinner/upper/44.cha,mother,"MOT: 这个,不知道咸不咸.",2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,1 polar_question,0 declarative,1 polar_question,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
173,zhidao,/ZhouDinner/upper/44.cha,mother,"MOT: 一大锅,人家不知道我们吃什么东西.",2 CP,,3 third/NP,2 CP,,3 third/NP,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
174,zhidao,/ZhouDinner/upper/44.cha,father,FAT: 不知道呀.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
175,zhidao,/ZhouDinner/upper/44.cha,father,FAT: 我不知道呀!,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
178,zhidao,/ZhouDinner/upper/45.cha,mother,MOT: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
180,zhidao,/ZhouDinner/upper/46.cha,GFA,"GFA: 不文明的事情,人家看到要批评的,知道吧?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
182,zhidao,/ZhouDinner/upper/46.cha,mother,MOT: 为什么你知道是马年啊?,2 CP,,2 second_person,2 CP,,2 second_person,3 how/why,0 declarative,3 how/why,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
183,zhidao,/ZhouDinner/upper/46.cha,mother,"MOT: 蛇后边就是马,知道吧?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
184,zhidao,/ZhouDinner/upper/53.cha,father,FAT: 我不知道啊.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
185,zhidao,/ZhouDinner/upper/54.cha,mother,"MOT: 这个是什么菜,知道吗?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,2 wh_question,4 tag_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,No
187,zhidao,/ZhouDinner/upper/55.cha,grandma,GMO: 我知道的呀!,0 No,0 No,1 first_person,0 No,4 RC的,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
188,zhidao,/ZhouDinner/upper/60.cha,mother,"MOT: 知道了,要吐血了.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
189,zhidao,/ZhouDinner/upper/60.cha,father,FAT: 什么知道了?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,2 wh_question,,2 wh_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
190,zhidao,/ZhouDinner/upper/60.cha,grandma,"GMO: 知道,你们买了四百个平方的别墅.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,0 declarative,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
191,zhidao,/ZhouDinner/upper/60.cha,father,FAT: 他知道了啊?,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
192,zhidao,/ZhouDinner/upper/60.cha,mother,MOT: 知道了.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
193,zhidao,/ZhouDinner/upper/61.cha,mother,"MOT: 蔬菜是用来干吗的,你知道吗?",0 No,0 No,2 second_person,0 No,0 No,2 second_person,4 tag_question,2 wh_question,4 tag_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,No
194,zhidao,/ZhouDinner/upper/61.cha,mother,MOT: 蔬菜是谁种出来的你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,4 tag_question,2 wh_question,4 tag_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,No
196,zhidao,/ZhouDinner/upper/62.cha,mother,"MOT: 没关系的,知道吧?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
197,zhidao,/ZhouDinner/upper/62.cha,mother,"MOT: 这就是半个小时,知道吧?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
199,zhidao,/ZhouDinner/upper/68.cha,mother,"MOT: 医生讲过这样吃饭对胃不好的,知道吗?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,No
200,zhidao,/ZhouDinner/upper/68.cha,mother,MOT: 知道吧?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
780,zhidao,/Zhou2/60/fa06.cha,mother,MOT: 哦妈妈还不知道呢!,0 No,0 No,4 self_reference,0 No,0 No,4 self_reference,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
782,zhidao,/Zhou2/60/fa07.cha,mother,MOT: 这个不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
783,zhidao,/Zhou2/60/fa07.cha,mother,MOT: 还知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
786,zhidao,/Zhou2/60/fa08.cha,mother,MOT: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
787,zhidao,/Zhou2/60/fa08.cha,mother,MOT: 你知道什么声音在响呀?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
789,zhidao,/Zhou2/60/fa09.cha,mother,MOT: 我也想知道往哪放呢.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
794,zhidao,/Zhou2/60/fb17.cha,mother,MOT: 我知道他是铁甲小宝上面的变形人.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
795,zhidao,/Zhou2/60/fb17.cha,mother,MOT: 我知道了.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
796,zhidao,/Zhou2/60/fb17.cha,mother,MOT: 啊知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
797,zhidao,/Zhou2/60/fb18.cha,mother,MOT: 不知道你还能拼起来呀?,2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
798,zhidao,/Zhou2/60/fb18.cha,mother,MOT: 我也不知道呀.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
799,zhidao,/Zhou2/60/fb18.cha,mother,MOT: 打开看一下就知道了.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
800,zhidao,/Zhou2/60/fb18.cha,mother,MOT: 知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
801,zhidao,/Zhou2/60/fb18.cha,mother,MOT: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
802,zhidao,/Zhou2/60/fb18.cha,mother,MOT: 我不知道呀!,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
806,zhidao,/Zhou2/60/fb20.cha,mother,MOT: 不知道?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
809,zhidao,/Zhou2/60/ma01.cha,mother,MOT: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
810,zhidao,/Zhou2/60/ma02.cha,mother,MOT: 我就知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
811,zhidao,/Zhou2/60/ma02.cha,mother,MOT: 我就不知道了.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
813,zhidao,/Zhou2/60/ma03.cha,mother,MOT: 知道了.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
814,zhidao,/Zhou2/60/ma03.cha,mother,MOT: 哦知道了.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
816,zhidao,/Zhou2/60/ma03.cha,mother,MOT: 知道为什么?,2 CP,,0 dropped,2 CP,,0 dropped,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
818,zhidao,/Zhou2/60/ma04.cha,mother,MOT: 你还知道?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
819,zhidao,/Zhou2/60/ma04.cha,mother,MOT: 你知道它叫什么名字啊?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
821,zhidao,/Zhou2/60/ma04.cha,mother,MOT: 啊知道?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
822,zhidao,/Zhou2/60/ma04.cha,mother,MOT: 啊知道?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
823,zhidao,/Zhou2/60/ma04.cha,mother,MOT: 知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
826,zhidao,/Zhou2/60/ma05.cha,mother,MOT: 它们不知道小星星需要什么对吧?,2 CP,,3 third/NP,2 CP,,3 third/NP,4 tag_question,2 wh_question,4 tag_question,2 wh_question,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
829,zhidao,/Zhou2/60/ma05.cha,mother,MOT: 不知道什么机器人啊?,2 CP,,0 dropped,2 CP,,0 dropped,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
832,zhidao,/Zhou2/60/mb13.cha,mother,"MOT: 知道你就响一点,好吗?",2 CP,,0 dropped,2 CP,,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
833,zhidao,/Zhou2/60/mb13.cha,mother,MOT: 知道了吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
834,zhidao,/Zhou2/60/mb13.cha,mother,MOT: 我知道了.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
839,zhidao,/Zhou2/42/fa06.cha,mother,MOT: 他们不知道啊.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
840,zhidao,/Zhou2/42/fa07.cha,mother,MOT: 你知道怎么玩啊?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
841,zhidao,/Zhou2/42/fa07.cha,mother,MOT: 你不知道颜色.,0 No,2 NP,2 second_person,0 No,2 NP,2 second_person,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
842,zhidao,/Zhou2/42/fa07.cha,mother,MOT: 不知道是不是在这里.,2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,1 polar_question,0 declarative,1 polar_question,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
843,zhidao,/Zhou2/42/fa07.cha,mother,MOT: 噢你知道这叫老鼠.,2 CP,,2 second_person,2 CP,,2 second_person,0 declarative,0 declarative,0 declarative,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
845,zhidao,/Zhou2/42/fa09.cha,mother,MOT: 你还知道这是什么?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
846,zhidao,/Zhou2/42/fa10.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
847,zhidao,/Zhou2/42/fb17.cha,mother,MOT: 知道了?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
851,zhidao,/Zhou2/42/fb18.cha,mother,MOT: 嗯不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
853,zhidao,/Zhou2/42/fb20.cha,mother,MOT: 你知道这是什么吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
855,zhidao,/Zhou2/42/fb20.cha,mother,MOT: 我不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
858,zhidao,/Zhou2/42/ma03.cha,mother,MOT: 不知道叫什么人来修?,2 CP,,0 dropped,2 CP,,0 dropped,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
859,zhidao,/Zhou2/42/ma03.cha,mother,MOT: 你知道啊?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
861,zhidao,/Zhou2/42/ma04.cha,mother,MOT: 孩名知道了吧?,0 No,0 No,3 third/NP,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
862,zhidao,/Zhou2/42/ma04.cha,mother,MOT: 你怎么知道这是后面的?,2 CP,,0 dropped,2 CP,,2 second_person,3 how/why,0 declarative,3 how/why,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
868,zhidao,/Zhou2/42/ma05.cha,mother,MOT: 这个不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,0 declarative,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
869,zhidao,/Zhou2/42/ma05.cha,mother,MOT: 你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,Yes
873,zhidao,/Zhou2/42/mb11.cha,mother,MOT: 还知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
874,zhidao,/Zhou2/42/mb11.cha,mother,MOT: 还知道?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
876,zhidao,/Zhou2/42/mb12.cha,mother,MOT: 我知道你要玩什么.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,0 declarative,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
879,zhidao,/Zhou2/42/mb14.cha,mother,MOT: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
881,zhidao,/Zhou2/42/mb14.cha,mother,MOT: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
883,zhidao,/Zhou2/42/mb14.cha,mother,MOT: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
884,zhidao,/Zhou2/42/mb14.cha,mother,MOT: 在家里不是知道的吗?,0 No,0 No,0 dropped,0 No,4 RC的,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,5 不是,5 不是,NA,Yes,NA,Yes
888,zhidao,/Zhou2/42/mb15.cha,mother,MOT: 不知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,2 不,2 不,NA,No,NA,No
892,zhidao,/Zhou2/72/fa07.cha,mother,MOT: 就是这个形状知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,0 declarative,4 tag_question,0 declarative,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,No
893,zhidao,/Zhou2/72/fa07.cha,mother,MOT: 这书的名字叫什么你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,4 tag_question,2 wh_question,4 tag_question,2 wh_question,NA,NA,NA,NA,0 no negation,0 no negation,NA,Yes,NA,No
894,zhidao,/Zhou2/72/fa07.cha,mother,MOT: 有了这个门字就是问你还知道?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,4 tag_question,0 declarative,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
895,zhidao,/Zhou2/72/fa08.cha,mother,MOT: 你这个肯定知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,0 declarative,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
896,zhidao,/Zhou2/72/fa08.cha,mother,MOT: 知道吧?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
897,zhidao,/Zhou2/72/fa08.cha,mother,MOT: 知道吗?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,Yes
898,zhidao,/Zhou2/72/fa08.cha,mother,MOT: 还知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
899,zhidao,/Zhou2/72/fa08.cha,mother,MOT: 知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,1 polar_question,,NA,NA,NA,NA,0 no negation,0 no negation,NA,No,NA,No
